Nome,Partido,UF,Tipo_de_Despesa,Valor 
MAURÍCIO DZIEDRICKI,PTB,RS,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  27068,2"
MAURÍCIO DZIEDRICKI,PTB,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  12451,37"
MAURÍCIO DZIEDRICKI,PTB,RS,TELEFONIA,"R$  4759,32"
MAURÍCIO DZIEDRICKI,PTB,RS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  4385,92"
MAURÍCIO DZIEDRICKI,PTB,RS,PASSAGENS AÉREAS,"R$  2584,87"
MAURÍCIO DZIEDRICKI,PTB,RS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  1748,12"
MAURÍCIO DZIEDRICKI,PTB,RS,SERVIÇOS POSTAIS,"R$  722,86"
MAURÍCIO DZIEDRICKI,PTB,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  500,93"
MAURÍCIO DZIEDRICKI,PTB,RS,Total,"R$  217324,24"
MARCELO NILO,PSB,BA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  98100
MARCELO NILO,PSB,BA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  46878,2"
MARCELO NILO,PSB,BA,EMISSÃO BILHETE AÉREO,"R$  32744,52"
MARCELO NILO,PSB,BA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  14872,06"
MARCELO NILO,PSB,BA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  12285
MARCELO NILO,PSB,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,R$  5000
MARCELO NILO,PSB,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  4148,15"
MARCELO NILO,PSB,BA,TELEFONIA,"R$  1800,89"
MARCELO NILO,PSB,BA,PASSAGENS AÉREAS,"R$  995,67"
MARCELO NILO,PSB,BA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  306,1"
MARCELO NILO,PSB,BA,SERVIÇOS POSTAIS,"R$  170,78"
MARCELO NILO,PSB,BA,Total,"R$  217301,37"
CÉLIO SILVEIRA,PSDB,GO,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  94000
CÉLIO SILVEIRA,PSDB,GO,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  81810
CÉLIO SILVEIRA,PSDB,GO,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  34448,7"
CÉLIO SILVEIRA,PSDB,GO,TELEFONIA,"R$  4266,68"
CÉLIO SILVEIRA,PSDB,GO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  1444,8"
CÉLIO SILVEIRA,PSDB,GO,SERVIÇOS POSTAIS,"R$  651,65"
CÉLIO SILVEIRA,PSDB,GO,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",R$  480
CÉLIO SILVEIRA,PSDB,GO,Total,"R$  217101,83"
VINICIUS CARVALHO,PRB,SP,EMISSÃO BILHETE AÉREO,"R$  83640,15"
VINICIUS CARVALHO,PRB,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  46577,37"
VINICIUS CARVALHO,PRB,SP,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  34898,46"
VINICIUS CARVALHO,PRB,SP,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  16435,73"
VINICIUS CARVALHO,PRB,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  15711,55"
VINICIUS CARVALHO,PRB,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  7647,71"
VINICIUS CARVALHO,PRB,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  7500
VINICIUS CARVALHO,PRB,SP,TELEFONIA,"R$  2484,31"
VINICIUS CARVALHO,PRB,SP,PASSAGENS AÉREAS,"R$  1569,2"
VINICIUS CARVALHO,PRB,SP,SERVIÇOS POSTAIS,"R$  551,58"
VINICIUS CARVALHO,PRB,SP,Total,"R$  217016,06"
SAMUEL MOREIRA,PSDB,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,"R$  71990,3"
SAMUEL MOREIRA,PSDB,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  49597,94"
SAMUEL MOREIRA,PSDB,SP,EMISSÃO BILHETE AÉREO,"R$  38792,79"
SAMUEL MOREIRA,PSDB,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  24600
SAMUEL MOREIRA,PSDB,SP,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  10006,96"
SAMUEL MOREIRA,PSDB,SP,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  9235,42"
SAMUEL MOREIRA,PSDB,SP,TELEFONIA,"R$  4705,05"
SAMUEL MOREIRA,PSDB,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  3070,5"
SAMUEL MOREIRA,PSDB,SP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  2162,04"
SAMUEL MOREIRA,PSDB,SP,ASSINATURA DE PUBLICAÇÕES,"R$  1239,9"
SAMUEL MOREIRA,PSDB,SP,SERVIÇOS POSTAIS,"R$  1038,47"
SAMUEL MOREIRA,PSDB,SP,Total,"R$  216439,37"
DANIEL FREITAS,PSL,SC,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  79770
DANIEL FREITAS,PSL,SC,EMISSÃO BILHETE AÉREO,"R$  47657,18"
DANIEL FREITAS,PSL,SC,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  38580,86"
DANIEL FREITAS,PSL,SC,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  30038
DANIEL FREITAS,PSL,SC,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  14248,11"
DANIEL FREITAS,PSL,SC,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  3019,77"
DANIEL FREITAS,PSL,SC,TELEFONIA,"R$  1357,52"
DANIEL FREITAS,PSL,SC,SERVIÇOS POSTAIS,"R$  1107,54"
DANIEL FREITAS,PSL,SC,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  264,43"
DANIEL FREITAS,PSL,SC,Total,"R$  216043,41"
DARCI DE MATOS,PSD,SC,EMISSÃO BILHETE AÉREO,"R$  56793,14"
DARCI DE MATOS,PSD,SC,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  47937,84"
DARCI DE MATOS,PSD,SC,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  33291,86"
DARCI DE MATOS,PSD,SC,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  32430,05"
DARCI DE MATOS,PSD,SC,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  27600
DARCI DE MATOS,PSD,SC,TELEFONIA,"R$  9684,84"
DARCI DE MATOS,PSD,SC,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  4000
DARCI DE MATOS,PSD,SC,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  3013,12"
DARCI DE MATOS,PSD,SC,SERVIÇOS POSTAIS,R$  696
DARCI DE MATOS,PSD,SC,PASSAGENS AÉREAS,"R$  327,35"
DARCI DE MATOS,PSD,SC,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",R$  126
DARCI DE MATOS,PSD,SC,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",R$  120
DARCI DE MATOS,PSD,SC,Total,"R$  216020,2"
DOMINGOS NETO,PSD,CE,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  150000
DOMINGOS NETO,PSD,CE,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  35000
DOMINGOS NETO,PSD,CE,EMISSÃO BILHETE AÉREO,R$  30468
DOMINGOS NETO,PSD,CE,TELEFONIA,"R$  378,32"
DOMINGOS NETO,PSD,CE,SERVIÇOS POSTAIS,"R$  53,19"
DOMINGOS NETO,PSD,CE,Total,"R$  215899,51"
ALEX MANENTE,CIDADANIA,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  126425
ALEX MANENTE,CIDADANIA,SP,EMISSÃO BILHETE AÉREO,"R$  42931,87"
ALEX MANENTE,CIDADANIA,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  27339,35"
ALEX MANENTE,CIDADANIA,SP,TELEFONIA,"R$  17550,77"
ALEX MANENTE,CIDADANIA,SP,SERVIÇOS POSTAIS,"R$  665,21"
ALEX MANENTE,CIDADANIA,SP,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",R$  571
ALEX MANENTE,CIDADANIA,SP,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",R$  416
ALEX MANENTE,CIDADANIA,SP,Total,"R$  215899,2"
JORGE SOLLA,PT,BA,EMISSÃO BILHETE AÉREO,"R$  48094,16"
JORGE SOLLA,PT,BA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  42500
JORGE SOLLA,PT,BA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  40850
JORGE SOLLA,PT,BA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  38612,86"
JORGE SOLLA,PT,BA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  28085,97"
JORGE SOLLA,PT,BA,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  4596,19"
JORGE SOLLA,PT,BA,TELEFONIA,"R$  4514,57"
JORGE SOLLA,PT,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  3369,03"
JORGE SOLLA,PT,BA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  2176,68"
JORGE SOLLA,PT,BA,SERVIÇOS POSTAIS,"R$  1820,28"
JORGE SOLLA,PT,BA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  1000
JORGE SOLLA,PT,BA,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS","R$  224,45"
JORGE SOLLA,PT,BA,Total,"R$  215844,19"
ALINE GURGEL,PRB,AP,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  85250
ALINE GURGEL,PRB,AP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  70700
ALINE GURGEL,PRB,AP,EMISSÃO BILHETE AÉREO,"R$  36216,11"
ALINE GURGEL,PRB,AP,LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES,R$  10000
ALINE GURGEL,PRB,AP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  7511,4"
ALINE GURGEL,PRB,AP,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  5262,58"
ALINE GURGEL,PRB,AP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  483,6"
ALINE GURGEL,PRB,AP,TELEFONIA,"R$  201,71"
ALINE GURGEL,PRB,AP,Total,"R$  215625,4"
ALEX SANTANA,PDT,BA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  74500
ALEX SANTANA,PDT,BA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,"R$  55459,64"
ALEX SANTANA,PDT,BA,EMISSÃO BILHETE AÉREO,"R$  33186,52"
ALEX SANTANA,PDT,BA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  21000
ALEX SANTANA,PDT,BA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  18704,78"
ALEX SANTANA,PDT,BA,PASSAGENS AÉREAS,"R$  5260,74"
ALEX SANTANA,PDT,BA,SERVIÇOS POSTAIS,"R$  3185,75"
ALEX SANTANA,PDT,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  1904,12"
ALEX SANTANA,PDT,BA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  1037,47"
ALEX SANTANA,PDT,BA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  752,6"
ALEX SANTANA,PDT,BA,TELEFONIA,"R$  172,71"
ALEX SANTANA,PDT,BA,Total,"R$  215164,33"
ELI CORRÊA FILHO,DEM,SP,EMISSÃO BILHETE AÉREO,"R$  83039,46"
ELI CORRÊA FILHO,DEM,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  72000
ELI CORRÊA FILHO,DEM,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  31675,23"
ELI CORRÊA FILHO,DEM,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  18500
ELI CORRÊA FILHO,DEM,SP,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  5189,83"
ELI CORRÊA FILHO,DEM,SP,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  3100
ELI CORRÊA FILHO,DEM,SP,TELEFONIA,"R$  1396,82"
ELI CORRÊA FILHO,DEM,SP,SERVIÇOS POSTAIS,"R$  33,76"
ELI CORRÊA FILHO,DEM,SP,Total,"R$  214935,1"
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,EMISSÃO BILHETE AÉREO,"R$  54330,36"
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  51160
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  50852
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,COMBUSTÍVEIS E LUBRIFICANTES.,R$  29000
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  25000
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,PASSAGENS AÉREAS,"R$  1818,39"
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,TELEFONIA,"R$  1107,42"
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,SERVIÇOS POSTAIS,"R$  863,42"
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  761,7"
JOSÉ AIRTON FÉLIX CIRILO,PT,CE,Total,"R$  214893,29"
EUCLYDES PETTERSEN,PSC,MG,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  73000
EUCLYDES PETTERSEN,PSC,MG,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  51500
EUCLYDES PETTERSEN,PSC,MG,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  48000
EUCLYDES PETTERSEN,PSC,MG,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  24152,8"
EUCLYDES PETTERSEN,PSC,MG,PASSAGENS AÉREAS,"R$  11660,31"
EUCLYDES PETTERSEN,PSC,MG,EMISSÃO BILHETE AÉREO,"R$  1751,44"
EUCLYDES PETTERSEN,PSC,MG,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  1197,1"
EUCLYDES PETTERSEN,PSC,MG,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  1118,53"
EUCLYDES PETTERSEN,PSC,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",R$  741
EUCLYDES PETTERSEN,PSC,MG,TELEFONIA,"R$  636,88"
EUCLYDES PETTERSEN,PSC,MG,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  355,95"
EUCLYDES PETTERSEN,PSC,MG,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS","R$  107,75"
EUCLYDES PETTERSEN,PSC,MG,SERVIÇOS POSTAIS,"R$  52,85"
EUCLYDES PETTERSEN,PSC,MG,Total,"R$  214274,61"
CAPITÃO AUGUSTO,PL,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  94600
CAPITÃO AUGUSTO,PL,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  41176,69"
CAPITÃO AUGUSTO,PL,SP,EMISSÃO BILHETE AÉREO,"R$  30089,24"
CAPITÃO AUGUSTO,PL,SP,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  25773,21"
CAPITÃO AUGUSTO,PL,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  7365,01"
CAPITÃO AUGUSTO,PL,SP,TELEFONIA,"R$  5021,68"
CAPITÃO AUGUSTO,PL,SP,PASSAGENS AÉREAS,"R$  4174,15"
CAPITÃO AUGUSTO,PL,SP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  2140,04"
CAPITÃO AUGUSTO,PL,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  1980
CAPITÃO AUGUSTO,PL,SP,SERVIÇOS POSTAIS,"R$  1692,16"
CAPITÃO AUGUSTO,PL,SP,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  208,38"
CAPITÃO AUGUSTO,PL,SP,Total,"R$  214220,56"
IGOR TIMO,PODE,MG,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,"R$  118182,97"
IGOR TIMO,PODE,MG,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  40447
IGOR TIMO,PODE,MG,EMISSÃO BILHETE AÉREO,"R$  19396,76"
IGOR TIMO,PODE,MG,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  14232,72"
IGOR TIMO,PODE,MG,PASSAGENS AÉREAS,"R$  6515,97"
IGOR TIMO,PODE,MG,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  5914,92"
IGOR TIMO,PODE,MG,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  4779,3"
IGOR TIMO,PODE,MG,TELEFONIA,"R$  3078,18"
IGOR TIMO,PODE,MG,SERVIÇOS POSTAIS,"R$  1380,9"
IGOR TIMO,PODE,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  93,7"
IGOR TIMO,PODE,MG,Total,"R$  214022,42"
RUY CARNEIRO,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,"R$  115668,03"
RUY CARNEIRO,PSDB,PB,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  37045,66"
RUY CARNEIRO,PSDB,PB,EMISSÃO BILHETE AÉREO,"R$  31241,24"
RUY CARNEIRO,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  14998,11"
RUY CARNEIRO,PSDB,PB,PASSAGENS AÉREAS,"R$  5924,11"
RUY CARNEIRO,PSDB,PB,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  3000
RUY CARNEIRO,PSDB,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  1866,78"
RUY CARNEIRO,PSDB,PB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  1764,65"
RUY CARNEIRO,PSDB,PB,TELEFONIA,"R$  1132,66"
RUY CARNEIRO,PSDB,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  992,5"
RUY CARNEIRO,PSDB,PB,SERVIÇOS POSTAIS,"R$  223,12"
RUY CARNEIRO,PSDB,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  2,2"
RUY CARNEIRO,PSDB,PB,Total,"R$  213859,06"
PROFESSOR ALCIDES,PP,GO,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  71940
PROFESSOR ALCIDES,PP,GO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  51320,37"
PROFESSOR ALCIDES,PP,GO,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  41660
PROFESSOR ALCIDES,PP,GO,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  35999,82"
PROFESSOR ALCIDES,PP,GO,EMISSÃO BILHETE AÉREO,"R$  9955,12"
PROFESSOR ALCIDES,PP,GO,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  1240,72"
PROFESSOR ALCIDES,PP,GO,TELEFONIA,"R$  956,09"
PROFESSOR ALCIDES,PP,GO,SERVIÇOS POSTAIS,"R$  464,75"
PROFESSOR ALCIDES,PP,GO,Total,"R$  213536,87"
MÁRCIO BIOLCHI,MDB,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  58593,52"
MÁRCIO BIOLCHI,MDB,RS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  53250
MÁRCIO BIOLCHI,MDB,RS,EMISSÃO BILHETE AÉREO,"R$  43461,95"
MÁRCIO BIOLCHI,MDB,RS,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  29009,32"
MÁRCIO BIOLCHI,MDB,RS,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  11978,98"
MÁRCIO BIOLCHI,MDB,RS,PASSAGENS AÉREAS,"R$  4648,51"
MÁRCIO BIOLCHI,MDB,RS,TELEFONIA,"R$  3826,77"
MÁRCIO BIOLCHI,MDB,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  3226,83"
MÁRCIO BIOLCHI,MDB,RS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  2616,28"
MÁRCIO BIOLCHI,MDB,RS,SERVIÇOS POSTAIS,"R$  1889,33"
MÁRCIO BIOLCHI,MDB,RS,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS","R$  297,3"
MÁRCIO BIOLCHI,MDB,RS,Total,"R$  212798,79"
BILAC PINTO,DEM,MG,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  128000
BILAC PINTO,DEM,MG,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  23127,31"
BILAC PINTO,DEM,MG,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  16500
BILAC PINTO,DEM,MG,TELEFONIA,"R$  11438,2"
BILAC PINTO,DEM,MG,PASSAGENS AÉREAS,"R$  11063,16"
BILAC PINTO,DEM,MG,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  10959,92"
BILAC PINTO,DEM,MG,EMISSÃO BILHETE AÉREO,"R$  5247,89"
BILAC PINTO,DEM,MG,SERVIÇOS POSTAIS,"R$  3558,64"
BILAC PINTO,DEM,MG,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  1378,41"
BILAC PINTO,DEM,MG,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",R$  960
BILAC PINTO,DEM,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  404,03"
BILAC PINTO,DEM,MG,Total,"R$  212637,56"
MÁRCIO MARINHO,PRB,BA,EMISSÃO BILHETE AÉREO,"R$  51559,47"
MÁRCIO MARINHO,PRB,BA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  44090,75"
MÁRCIO MARINHO,PRB,BA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  28250
MÁRCIO MARINHO,PRB,BA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  26000
MÁRCIO MARINHO,PRB,BA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  22169,5"
MÁRCIO MARINHO,PRB,BA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  21300
MÁRCIO MARINHO,PRB,BA,PASSAGENS AÉREAS,"R$  8038,61"
MÁRCIO MARINHO,PRB,BA,SERVIÇOS POSTAIS,"R$  5961,74"
MÁRCIO MARINHO,PRB,BA,TELEFONIA,"R$  4758,73"
MÁRCIO MARINHO,PRB,BA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  187,95"
MÁRCIO MARINHO,PRB,BA,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",R$  80
MÁRCIO MARINHO,PRB,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  65,78"
MÁRCIO MARINHO,PRB,BA,Total,"R$  212462,53"
VAVÁ MARTINS,PRB,PA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  60500
VAVÁ MARTINS,PRB,PA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  34500
VAVÁ MARTINS,PRB,PA,EMISSÃO BILHETE AÉREO,"R$  31981,36"
VAVÁ MARTINS,PRB,PA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  29779,8"
VAVÁ MARTINS,PRB,PA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  27454,72"
VAVÁ MARTINS,PRB,PA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  18051,28"
VAVÁ MARTINS,PRB,PA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  3447,86"
VAVÁ MARTINS,PRB,PA,SERVIÇOS POSTAIS,"R$  2423,53"
VAVÁ MARTINS,PRB,PA,PASSAGENS AÉREAS,"R$  1750,83"
VAVÁ MARTINS,PRB,PA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  1057,4"
VAVÁ MARTINS,PRB,PA,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",R$  840
VAVÁ MARTINS,PRB,PA,TELEFONIA,"R$  246,38"
VAVÁ MARTINS,PRB,PA,Total,"R$  212033,16"
MANUEL MARCOS,PRB,AC,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  72470
MANUEL MARCOS,PRB,AC,EMISSÃO BILHETE AÉREO,"R$  54161,31"
MANUEL MARCOS,PRB,AC,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  41864,94"
MANUEL MARCOS,PRB,AC,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  24911,37"
